"","CASE_NBR","CREATED","CLOSED","STATUS","SUBJECT","REASON","TYPE","DESCRIPTION","LOCATION","ZIPCODE","address","LAT","LON"
"950",31430096,"2/19/2016 11:11:10 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","2540 LANDWOOD WAY, Sacramento, CA",95608,"2540 LANDWOOD WAY, Sacramento, CA, 95608",38.611247,-121.35208
"951",31430113,"2/19/2016 11:25:30 AM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","3425 ORANGE GROVE AVE, Sacramento, CA",95660,"3425 ORANGE GROVE AVE, Sacramento, CA, 95660",38.646853,-121.383664
"952",31430173,"2/19/2016 12:10:02 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","225 JUBILEE WAY, Sacramento, CA",95673,"225 JUBILEE WAY, Sacramento, CA, 95673",38.684531,-121.46097
"953",31430237,"2/19/2016 12:55:33 PM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","5520 47TH AVE, Sacramento, CA",95824,"5520 47TH AVE, Sacramento, CA, 95824",38.510397,-121.440633
"954",31430244,"2/19/2016 1:01:52 PM","","Open","311 Service Request","Code - Housing","Emergency Housing Conditions","Emergency Housing Condition","4620 MARCONI AVE,Unit 26, Sacramento, CA",95821,"4620 MARCONI AVE,Unit 26, Sacramento, CA, 95821",38.617412,-121.356755
"955",31430251,"2/19/2016 1:11:06 PM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","5711 KAREN LN, Sacramento, CA",95660,"5711 KAREN LN, Sacramento, CA, 95660",38.672006,-121.38276
"956",31430260,"2/19/2016 1:22:06 PM","","Open","Open311","Remote Device","Tree","Tree - 109914","2613 CATALINA DR, Sacramento, CA",95821,"2613 CATALINA DR, Sacramento, CA, 95821",38.612521,-121.374399
"959",31430354,"2/19/2016 2:28:05 PM","","Open","311 Service Request","Code - Zoning","Private Property - Animals","Private Property - Animal","6921 WOODSIDE DR, Sacramento, CA",95842,"6921 WOODSIDE DR, Sacramento, CA, 95842",38.692679,-121.330901
"960",31430368,"2/19/2016 2:41:05 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","3018 ROSEMONT DR, Sacramento, CA",95826,"3018 ROSEMONT DR, Sacramento, CA, 95826",38.55457,-121.348322
"961",31430376,"2/19/2016 2:47:19 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","8240 KILMER CIR, Sacramento, CA",95828,"8240 KILMER CIR, Sacramento, CA, 95828",38.474761,-121.402559
"962",31430383,"2/19/2016 2:51:14 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","9431 FIRE KING CT, Sacramento, CA",95826,"9431 FIRE KING CT, Sacramento, CA, 95826",38.556467,-121.34792
"963",31430393,"2/19/2016 2:58:32 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","1808 I ST, Sacramento, CA",95673,"1808 I ST, Sacramento, CA, 95673",38.683483,-121.424368
"965",31430425,"2/19/2016 3:29:28 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","6201 39TH ST, Sacramento, CA",95824,"6201 39TH ST, Sacramento, CA, 95824",38.513988,-121.462752
"967",31430460,"2/19/2016 3:57:36 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","5107 OLEANDER DR, Sacramento, CA",95608,"5107 OLEANDER DR, Sacramento, CA, 95608",38.657662,-121.311333
"968",31430463,"2/19/2016 3:58:59 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","5305 ILLINOIS AVE, Sacramento, CA",95628,"5305 ILLINOIS AVE, Sacramento, CA, 95628",38.643437,-121.268207
"970",31430508,"2/19/2016 4:34:12 PM","","Open","311 Service Request","Transportation","Pavement","Pavement","2816 CARRISA WAY, Sacramento, CA",95821,"2816 CARRISA WAY, Sacramento, CA, 95821",38.615335,-121.372691
"971",31430513,"2/19/2016 4:39:13 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","8206 STEVENSON AVE, Sacramento, CA",95828,"8206 STEVENSON AVE, Sacramento, CA, 95828",38.465345,-121.404322
"972",31430525,"2/19/2016 4:53:02 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","1018 CLINTON RD, Sacramento, CA",95825,"1018 CLINTON RD, Sacramento, CA, 95825",38.584708,-121.409927
"973",31430576,"2/20/2016 12:26:40 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","7971 SHREWSBURY AVE, Sacramento, CA",95628,"7971 SHREWSBURY AVE, Sacramento, CA, 95628",38.643437,-121.268207
"974",31430577,"2/20/2016 12:36:55 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","6830 WALERGA RD,Unit 12, Sacramento, CA",95842,"6830 WALERGA RD,Unit 12, Sacramento, CA, 95842",38.6915,-121.363658
"975",31430579,"2/20/2016 1:17:29 AM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","7374 ALDEN WAY, Sacramento, CA",95828,"7374 ALDEN WAY, Sacramento, CA, 95828",38.489827,-121.387744
"976",31430580,"2/20/2016 1:24:54 AM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","6033 N HAVEN DR, Sacramento, CA",95660,"6033 N HAVEN DR, Sacramento, CA, 95660",38.675757,-121.37329
"977",31430582,"2/20/2016 2:54:34 AM","","Open","311 Service Request","Code - Zoning","Business Area Not Zoned","Business Area Not Zoned","4021 CONSTITUTION AVE, Sacramento, CA",95660,"4021 CONSTITUTION AVE, Sacramento, CA, 95660",38.665279,-121.370291
"978",31430583,"2/20/2016 2:58:37 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","8800 BRITLAND WAY, Sacramento, CA",95628,"8800 BRITLAND WAY, Sacramento, CA, 95628",38.643454,-121.26344
"979",31430586,"2/20/2016 3:15:48 AM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","4040 CONSTITUTION AVE, Sacramento, CA",95660,"4040 CONSTITUTION AVE, Sacramento, CA, 95660",38.665125,-121.370064
"980",31430588,"2/20/2016 3:27:29 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","6805 32ND ST, Sacramento, CA",95660,"6805 32ND ST, Sacramento, CA, 95660",38.691953,-121.392115
"981",31430592,"2/20/2016 5:10:39 AM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","5957 GEORGIA DR, Sacramento, CA",95660,"5957 GEORGIA DR, Sacramento, CA, 95660",38.675153,-121.376349
"982",31430608,"2/20/2016 10:12:14 AM","","Open","Open311","Remote Device","Pothole","Pothole - 110046","4609 JAN DR, Sacramento, CA",95608,"4609 JAN DR, Sacramento, CA, 95608",38.646917,-121.318136
"983",31430614,"2/20/2016 11:05:03 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","7704 SOUTHBREEZE DR, Sacramento, CA",95828,"7704 SOUTHBREEZE DR, Sacramento, CA, 95828",38.478526,-121.378456
"984",31430620,"2/20/2016 11:48:02 AM","","Open","311 Service Request","Transportation","Pavement","Pavement","7930 EL RENO AVE, Sacramento, CA",95626,"7930 EL RENO AVE, Sacramento, CA, 95626",38.712898,-121.454178
"985",31430626,"2/20/2016 12:52:09 PM","","Open","Open311","Remote Device","Graffiti","Graffiti - 110070","5136 VISTA SIERRA DR, Sacramento, CA",95843,"5136 VISTA SIERRA DR, Sacramento, CA, 95843",38.521609,-121.46602
"986",31430627,"2/20/2016 12:52:10 PM","","Open","Open311","Remote Device","Other","Other - 110072","5041 CUMBRAE ISLE WAY, Sacramento, CA",95843,"5041 CUMBRAE ISLE WAY, Sacramento, CA, 95843",38.715697,-121.347171
"987",31430630,"2/20/2016 1:11:23 PM","","Open","311 Service Request","Code - Zoning","Business Area Not Zoned","Business Area Not Zoned","10801 CALVINE RD, Sacramento, CA",95830,"10801 CALVINE RD, Sacramento, CA, 95830",38.452662,-121.28549
"988",31430652,"2/20/2016 2:16:01 PM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","4982 FERIGO LN, Sacramento, CA",95841,"4982 FERIGO LN, Sacramento, CA, 95841",38.655017,-121.351293
"989",31430664,"2/20/2016 3:31:00 PM","","Open","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","4180 BIRDWELL WAY, Sacramento, CA",95660,"4180 BIRDWELL WAY, Sacramento, CA, 95660",38.698251,-121.366464
"990",31430672,"2/20/2016 4:02:13 PM","","Open","Open311","Remote Device","Other","Other - 110118","2420 PARK ESTATES DR, Sacramento, CA",95825,"2420 PARK ESTATES DR, Sacramento, CA, 95825",38.608761,-121.394083
"991",31430719,"2/21/2016 3:49:05 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","2330 CATALINA DR, Sacramento, CA",95864,"2330 CATALINA DR, Sacramento, CA, 95864",38.608851,-121.377936
"992",31430729,"2/21/2016 5:52:10 AM","","Open","Open311","Remote Device","Graffiti","Graffiti - 110153","4801 TOMMAR DR, Sacramento, CA",95628,"4801 TOMMAR DR, Sacramento, CA, 95628",38.652877,-121.261361
"993",31430730,"2/21/2016 5:52:10 AM","","Open","Open311","Remote Device","Graffiti","Graffiti - 110154","4738 KATHYWOOD CT, Sacramento, CA",95628,"4738 KATHYWOOD CT, Sacramento, CA, 95628",38.643437,-121.268207
"994",31430740,"2/21/2016 9:14:32 AM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","9153 NEWHALL DR,Unit 102, Sacramento, CA",95826,"9153 NEWHALL DR,Unit 102, Sacramento, CA, 95826",38.542352,-121.359365
"995",31430743,"2/21/2016 9:44:27 AM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","8325 ALMADINE DR, Sacramento, CA",95829,"8325 ALMADINE DR, Sacramento, CA, 95829",38.4562,-121.324025
"996",31430759,"2/21/2016 11:27:12 AM","","Open","311 Service Request","Transportation","Tree Complaints","Tree Complaints","9154 NEWHALL DR, Sacramento, CA",95826,"9154 NEWHALL DR, Sacramento, CA, 95826",38.542352,-121.359337
"997",31430773,"2/21/2016 12:16:16 PM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","6212 CLARA WAY, Sacramento, CA",95660,"6212 CLARA WAY, Sacramento, CA, 95660",38.679172,-121.377456
"998",31430797,"2/21/2016 2:07:02 PM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","7650 ZEPHYR HILLS WAY, Sacramento, CA",95843,"7650 ZEPHYR HILLS WAY, Sacramento, CA, 95843",38.704529,-121.368567
"999",31430815,"2/21/2016 3:30:50 PM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","3860 35TH AVE, Sacramento, CA",95824,"3860 35TH AVE, Sacramento, CA, 95824",38.52128,-121.463998
"1000",31430847,"2/21/2016 4:52:12 PM","","Open","Open311","Remote Device","Pothole","Pothole - 110305","2851 LAUREL DR, Sacramento, CA",95864,"2851 LAUREL DR, Sacramento, CA, 95864",38.576341,-121.395906
"1001",31430869,"2/21/2016 6:32:50 PM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","3924 SCOTTY WAY, Sacramento, CA",95821,"3924 SCOTTY WAY, Sacramento, CA, 95821",38.636539,-121.355699
"1003",31430899,"2/22/2016 4:33:09 AM","","Open","311 Service Request","Transportation","Traffic Signal Complaints","Traffic Signal Complaints","8625 CALVINE RD, Sacramento, CA",95828,"8625 CALVINE RD, Sacramento, CA, 95828",38.452651,-121.384468
"1004",31430922,"2/22/2016 7:43:58 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","8514 SUN FLORIN DR, Sacramento, CA",95828,"8514 SUN FLORIN DR, Sacramento, CA, 95828",38.494043,-121.389696
"1005",31430934,"2/22/2016 8:03:12 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","3500 LA HABRA WAY, Sacramento, CA",95864,"3500 LA HABRA WAY, Sacramento, CA, 95864",38.582153,-121.382924
"1006",31430938,"2/22/2016 8:06:08 AM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","6931 OLIVE GROVE DR, Sacramento, CA",95662,"6931 OLIVE GROVE DR, Sacramento, CA, 95662",38.691375,-121.212811
"1007",31430940,"2/22/2016 8:08:29 AM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","2511 RIO BRAVO CIR, Sacramento, CA",95826,"2511 RIO BRAVO CIR, Sacramento, CA, 95826",38.569742,-121.354188
"1009",31430965,"2/22/2016 8:31:57 AM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","9552 GARDELLA WAY, Sacramento, CA",95829,"9552 GARDELLA WAY, Sacramento, CA, 95829",38.463474,-121.368034
"1010",31430968,"2/22/2016 8:32:10 AM","","Open","Open311","Remote Device","Pothole","Pothole - 110398","2816 NORCADE CIR, Sacramento, CA",95826,"2816 NORCADE CIR, Sacramento, CA, 95826",38.5582,-121.365761
"1011",31430988,"2/22/2016 8:42:09 AM","","Open","Open311","Remote Device","Other","Other - 110405","9007 FOLSOM BLVD, Sacramento, CA",95826,"9007 FOLSOM BLVD, Sacramento, CA, 95826",38.556683,-121.368886
"1012",31430991,"2/22/2016 8:43:16 AM","","Open","311 Service Request","Code - Zoning","Transient Complaints","Transient Complaints","2395 EL CAMINO AVE, Sacramento, CA",95821,"2395 EL CAMINO AVE, Sacramento, CA, 95821",38.610692,-121.405563
"1013",31431012,"2/22/2016 8:59:02 AM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","5605 NONA WAY, Sacramento, CA",95824,"5605 NONA WAY, Sacramento, CA, 95824",38.524805,-121.454291
"1014",31431018,"2/22/2016 9:05:30 AM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","6201 WELTY WAY, Sacramento, CA",95824,"6201 WELTY WAY, Sacramento, CA, 95824",38.51329,-121.453644
"1015",31431024,"2/22/2016 9:11:12 AM","","Open","311 Service Request","Transportation","Ditches/Culverts","Ditches/Culverts","5706 16TH ST, Sacramento, CA",95673,"5706 16TH ST, Sacramento, CA, 95673",38.671042,-121.429065
"1016",31431056,"2/22/2016 9:26:33 AM","","Open","311 Service Request","Transportation","Ditches/Culverts","Ditches/Culverts","9030 RIO LINDA BLVD, Sacramento, CA",95626,"9030 RIO LINDA BLVD, Sacramento, CA, 95626",38.732677,-121.480021
"1018",31431061,"2/22/2016 9:28:11 AM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","4661 ORANGE GROVE AVE,Unit 33, Sacramento, CA",95841,"4661 ORANGE GROVE AVE,Unit 33, Sacramento, CA, 95841",38.648854,-121.356422
"1019",31431075,"2/22/2016 9:35:26 AM","","Open","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","7520 COTTONTREE WAY, Sacramento, CA",95828,"7520 COTTONTREE WAY, Sacramento, CA, 95828",38.484807,-121.410251
"1020",31431084,"2/22/2016 9:39:44 AM","","Open","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","2505 MICHELLE DR, Sacramento, CA",95821,"2505 MICHELLE DR, Sacramento, CA, 95821",38.623853,-121.403591
"1021",31431094,"2/22/2016 9:45:37 AM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","4028 DIAMOND HILL CT, Sacramento, CA",95843,"4028 DIAMOND HILL CT, Sacramento, CA, 95843",38.724009,-121.369869
"1022",31431105,"2/22/2016 9:52:28 AM","","Open","311 Service Request","Code - Zoning","Business Area Not Zoned","Business Area Not Zoned","3820 BAIRNSDALE WAY, Sacramento, CA",95826,"3820 BAIRNSDALE WAY, Sacramento, CA, 95826",38.542815,-121.370532
"1023",31431115,"2/22/2016 9:59:30 AM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","6045 GRANT AVE, Sacramento, CA",95608,"6045 GRANT AVE, Sacramento, CA, 95608",38.629652,-121.324473
"1024",31431120,"2/22/2016 10:03:38 AM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","3815 MYRNA WAY, Sacramento, CA",95821,"3815 MYRNA WAY, Sacramento, CA, 95821",38.634219,-121.365541
"1025",31431128,"2/22/2016 10:07:55 AM","","Open","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","12572 CHEROKEE LN, Sacramento, CA",95632,"12572 CHEROKEE LN, Sacramento, CA, 95632",38.332957,-121.267513
"1028",31431175,"2/22/2016 10:34:37 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","5030 42ND ST, Sacramento, CA",95820,"5030 42ND ST, Sacramento, CA, 95820",38.529689,-121.457681
"1029",31431192,"2/22/2016 10:41:16 AM","","Open","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","3948 GREY LIVERY WAY, Sacramento, CA",95843,"3948 GREY LIVERY WAY, Sacramento, CA, 95843",38.707442,-121.379706
"1031",31431238,"2/22/2016 11:03:46 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","3863 SANTA FE WAY, Sacramento, CA",95660,"3863 SANTA FE WAY, Sacramento, CA, 95660",38.669254,-121.373874
"1032",31431246,"2/22/2016 11:06:30 AM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","9120 LA SERENA DR, Sacramento, CA",95628,"9120 LA SERENA DR, Sacramento, CA, 95628",38.643454,-121.26344
"1033",31431254,"2/22/2016 11:09:22 AM","","Open","311 Service Request","Transportation","Tree Complaints","Tree Complaints","6305 OUTLOOK DR, Sacramento, CA",95621,"6305 OUTLOOK DR, Sacramento, CA, 95621",38.715547,-121.317888
"1034",31431266,"2/22/2016 11:15:25 AM","","Open","311 Service Request","Code - Housing","Emergency Housing Conditions","Emergency Housing Condition","3801 WATT AVE, Sacramento, CA",95821,"3801 WATT AVE, Sacramento, CA, 95821",38.634088,-121.382928
"1035",31431278,"2/22/2016 11:19:51 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","4531 FREEWAY CIR, Sacramento, CA",95841,"4531 FREEWAY CIR, Sacramento, CA, 95841",38.657871,-121.356129
"1036",31431281,"2/22/2016 11:21:04 AM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","4845 MYRTLE AVE,Unit 60, Sacramento, CA",95841,"4845 MYRTLE AVE,Unit 60, Sacramento, CA, 95841",38.653749,-121.351743
"1037",31431302,"2/22/2016 11:31:48 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","3720 A ST, Sacramento, CA",95660,"3720 A ST, Sacramento, CA, 95660",38.668389,-121.376979
"1038",31431305,"2/22/2016 11:32:39 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","3732 A ST, Sacramento, CA",95660,"3732 A ST, Sacramento, CA, 95660",38.668387,-121.376835
"1039",31431335,"2/22/2016 11:47:08 AM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","4533 GREENHOLME DR,Unit 4, Sacramento, CA",95842,"4533 GREENHOLME DR,Unit 4, Sacramento, CA, 95842",38.669164,-121.357551
"1040",31431344,"2/22/2016 11:52:08 AM","","Open","311 Service Request","Transportation","Pavement","Pavement","3125 TIMBERLANE PL, Sacramento, CA",95843,"3125 TIMBERLANE PL, Sacramento, CA, 95843",38.712382,-121.39091
"1041",31431358,"2/22/2016 12:07:58 PM","","Open","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","7980 CAVALLI WAY, Sacramento, CA",95628,"7980 CAVALLI WAY, Sacramento, CA, 95628",38.643437,-121.268207
"1042",31431372,"2/22/2016 12:17:11 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","910 STRIKER AVE, Sacramento, CA",95834,"910 STRIKER AVE, Sacramento, CA, 95834",38.650986,-121.482361
"1043",31431383,"2/22/2016 12:24:59 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","5547 LOCUST AVE, Sacramento, CA",95608,"5547 LOCUST AVE, Sacramento, CA, 95608",38.64267,-121.334581
"1044",31431389,"2/22/2016 12:29:32 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","2912 GIBSON VIEW WAY, Sacramento, CA",95843,"2912 GIBSON VIEW WAY, Sacramento, CA, 95843",38.72205,-121.394908
"1046",31431410,"2/22/2016 12:45:06 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","4210 CORTRIGHT WAY, Sacramento, CA",95660,"4210 CORTRIGHT WAY, Sacramento, CA, 95660",38.695299,-121.367746
"1047",31431423,"2/22/2016 12:54:41 PM","","Open","311 Service Request","Transportation","Other","Transportation - Other","4349 RUSTIC RD, Sacramento, CA",95608,"4349 RUSTIC RD, Sacramento, CA, 95608",38.643656,-121.30519
"1048",31431460,"2/22/2016 1:16:47 PM","","Open","311 Service Request","Code - Zoning","Business Area Not Zoned","Business Area Not Zoned","5916 ALMOND AVE, Sacramento, CA",95662,"5916 ALMOND AVE, Sacramento, CA, 95662",38.673974,-121.239657
"1049",31431481,"2/22/2016 1:30:32 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","6221 39TH ST, Sacramento, CA",95824,"6221 39TH ST, Sacramento, CA, 95824",38.513334,-121.462677
"1051",31431549,"2/22/2016 2:17:46 PM","","Open","311 Service Request","Transportation","Traffic Signal Complaints","Traffic Signal Complaints","8364 ELK GROVE FLORIN RD, Sacramento, CA",95829,"8364 ELK GROVE FLORIN RD, Sacramento, CA, 95829",38.453765,-121.371834
"1053",31431560,"2/22/2016 2:29:31 PM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","2931 WRIGHT ST, Sacramento, CA",95821,"2931 WRIGHT ST, Sacramento, CA, 95821",38.618591,-121.406129
"1055",31431571,"2/22/2016 2:37:09 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","4720 KINGBIRD WAY, Sacramento, CA",95842,"4720 KINGBIRD WAY, Sacramento, CA, 95842",38.687624,-121.353896
"1057",31431650,"2/22/2016 3:39:33 PM","","Open","311 Service Request","Transportation","Encroachment Violation","Encroachment Violation","1907 BELCOT RD, Sacramento, CA",95825,"1907 BELCOT RD, Sacramento, CA, 95825",38.601712,-121.409391
"1058",31431677,"2/22/2016 3:53:46 PM","","Open","311 Service Request","Transportation","Graffiti Private Property","Graffiti Private Property","2160 MARCONI AVE, Sacramento, CA",95821,"2160 MARCONI AVE, Sacramento, CA, 95821",38.618494,-121.416544
"1059",31431682,"2/22/2016 3:55:20 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","8939 REDWATER DR, Sacramento, CA",95843,"8939 REDWATER DR, Sacramento, CA, 95843",38.725839,-121.379073
"1060",31431683,"2/22/2016 3:56:12 PM","","Open","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","5732 CANARY DR, Sacramento, CA",95660,"5732 CANARY DR, Sacramento, CA, 95660",38.671593,-121.380199
"1061",31431689,"2/22/2016 4:00:04 PM","","Open","311 Service Request","Code - Zoning","Business Area Not Zoned","Business Area Not Zoned","8939 REDWATER DR, Sacramento, CA",95843,"8939 REDWATER DR, Sacramento, CA, 95843",38.725839,-121.379073
"1062",31431706,"2/22/2016 4:11:20 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","6205 RUTLAND DR, Sacramento, CA",95608,"6205 RUTLAND DR, Sacramento, CA, 95608",38.660505,-121.318009
"1063",31431719,"2/22/2016 4:22:07 PM","","Open","311 Service Request","Code - Zoning","Private Property - Animals","Private Property - Animal","6932 SHADY WOODS WAY, Sacramento, CA",95673,"6932 SHADY WOODS WAY, Sacramento, CA, 95673",38.693672,-121.460622
"1064",31431725,"2/22/2016 4:26:33 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","6856 CUNNINGHAM WAY, Sacramento, CA",95828,"6856 CUNNINGHAM WAY, Sacramento, CA, 95828",38.503276,-121.426227
"1065",31431726,"2/22/2016 4:27:04 PM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","4390 47TH AVE,Unit 215, Sacramento, CA",95824,"4390 47TH AVE,Unit 215, Sacramento, CA, 95824",38.510316,-121.455764
"1066",31431736,"2/22/2016 4:34:19 PM","","Open","311 Service Request","Transportation","Pavement","Pavement","6860 CUNNINGHAM WAY, Sacramento, CA",95828,"6860 CUNNINGHAM WAY, Sacramento, CA, 95828",38.503204,-121.426166
"1069",31431775,"2/22/2016 5:08:01 PM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","5902 RYE WAY, Sacramento, CA",95608,"5902 RYE WAY, Sacramento, CA, 95608",38.653247,-121.326218
"1070",31431777,"2/22/2016 5:09:30 PM","","Open","311 Service Request","Transportation","Graffiti Private Property","Graffiti Private Property","5365 DEWEY DR, Sacramento, CA",95628,"5365 DEWEY DR, Sacramento, CA, 95628",38.66296,-121.30855
"1072",31431824,"2/22/2016 6:38:51 PM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","6025 GAY WAY, Sacramento, CA",95660,"6025 GAY WAY, Sacramento, CA, 95660",38.676312,-121.369639
"1073",31431880,"2/23/2016 4:29:12 AM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","8357 SUMMER SKY DR, Sacramento, CA",95828,"8357 SUMMER SKY DR, Sacramento, CA, 95828",38.467518,-121.396785
"1075",31431891,"2/23/2016 6:50:09 AM","","Open","311 Service Request","Code - Zoning","Private Property - Animals","Private Property - Animal","4194 CORNELIA WAY, Sacramento, CA",95660,"4194 CORNELIA WAY, Sacramento, CA, 95660",38.677817,-121.364232
"1076",31431895,"2/23/2016 7:02:16 AM","","Open","Open311","Remote Device","Pothole","Pothole - 110508","6698 SILVERTHORNE CIR, Sacramento, CA",95842,"6698 SILVERTHORNE CIR, Sacramento, CA, 95842",38.684587,-121.344915
"1077",31431932,"2/23/2016 8:15:25 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","5429 VICHY CIR, Sacramento, CA",95843,"5429 VICHY CIR, Sacramento, CA, 95843",38.704975,-121.339979
"1078",31431985,"2/23/2016 8:56:42 AM","","Open","311 Service Request","Code - Zoning","Business Area Not Zoned","Business Area Not Zoned","1020 O ST, Sacramento, CA",95673,"1020 O ST, Sacramento, CA, 95673",38.878439,-121.08016
"1080",31432004,"2/23/2016 9:12:32 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","4329 IOWA AVE, Sacramento, CA",95824,"4329 IOWA AVE, Sacramento, CA, 95824",38.522357,-121.456828
