"CASE_NBR","CREATED","CLOSED","STATUS","SUBJECT","REASON","TYPE","DESCRIPTION","LOCATION","ZIPCODE"
"31434304","2/26/2016 8:00:11 AM","2/26/2016 10:30:02 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","3417 HUSS AVE, 95824","95824"
"31434311","2/26/2016 8:07:18 AM","2/26/2016 10:30:00 AM","Closed","311 Service Request","Animal Care","Animal Care - Wild","Animal Care - Wild","4049 MARCONI AVE, 95821","95821"
"31434318","2/26/2016 8:12:28 AM","2/26/2016 8:15:44 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","3431 MISSION AVE, 95608","95608"
"31434321","2/26/2016 8:15:13 AM","2/26/2016 8:25:40 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","10016 GEODE CT, 95829","95829"
"31434330","2/26/2016 8:19:56 AM","2/26/2016 8:25:52 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","7500 CHERYL LN, 95628","95628"
"31434333","2/26/2016 8:20:35 AM","2/29/2016 2:23:35 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","7601 PICKOI CIR, 95828","95828"
"31434339","2/26/2016 8:24:41 AM","2/26/2016 8:25:46 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","4451 GREENVALE RD, 95628","95628"
"31434356","2/26/2016 8:37:09 AM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","6321 OUTLOOK DR, 95621","95621"
"31434359","2/26/2016 8:39:59 AM","2/27/2016 4:30:00 PM","Closed","311 Service Request","Animal Care","Owned Animals","Owned Animal","5832 GARIBALDI ST, 95824","95824"
"31434360","2/26/2016 8:40:27 AM","3/1/2016 2:32:31 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","2721 TIOGA WAY, 95821","95821"
"31434363","2/26/2016 8:41:25 AM","","Open","311 Service Request","Transportation","Graffiti Private Property","Graffiti Private Property","2638 EL PASEO LN, 95821","95821"
"31434371","2/26/2016 8:46:20 AM","2/26/2016 8:55:51 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","3813 N COUNTRY DR, 95843","95843"
"31434372","2/26/2016 8:46:33 AM","2/26/2016 8:55:47 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","4545 BRANDYWINE CT, 95608","95608"
"31434374","2/26/2016 8:48:01 AM","2/26/2016 8:55:54 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","3453 IMPERIAL WAY, 95826","95826"
"31434377","2/26/2016 8:50:37 AM","2/26/2016 11:30:02 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","12496 SIMMERHORN RD, 95632","95632"
"31434387","2/26/2016 8:59:49 AM","2/26/2016 10:30:02 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","INTERSECTION of FLORIN RD and FRENCH RD, 95828","95828"
"31434391","2/26/2016 9:02:38 AM","2/27/2016 2:30:00 PM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","8680 GREENBACK LN, 95662","95662"
"31434392","2/26/2016 9:03:15 AM","2/26/2016 9:05:46 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","1643 LOS MOLINOS WAY, 95864","95864"
"31434397","2/26/2016 9:08:20 AM","2/26/2016 10:30:01 AM","Closed","311 Service Request","Animal Care","Animal Care - Wild","Animal Care - Wild","8500 NEPHI WAY, 95628","95628"
"31434399","2/26/2016 9:09:05 AM","","Open","311 Service Request","Transportation","Tree Complaints","Tree Complaints","2209 IONE ST, 95864","95864"
"31434401","2/26/2016 9:11:06 AM","2/27/2016 11:30:02 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","5925 MALEVILLE AVE, 95608","95608"
"31434402","2/26/2016 9:11:56 AM","2/27/2016 3:30:02 PM","Closed","311 Service Request","Animal Care","Owned Animals","Owned Animal","5401 BERWICK MOOR PL, 95843","95843"
"31434404","2/26/2016 9:13:19 AM","","Open","311 Service Request","Transportation","Tree Complaints","Tree Complaints","7181 PALACE CIR, 95628","95628"
"31434407","2/26/2016 9:14:50 AM","3/9/2016 2:18:46 PM","Closed","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","4234 PUEBLO ST, 95608","95608"
"31434411","2/26/2016 9:18:22 AM","3/3/2016 9:26:08 AM","Closed","311 Service Request","Environmental - Health","Food Facility Complaints","Food Facility Complaints","4800 47TH AVE, 95824","95824"
"31434414","2/26/2016 9:22:12 AM","2/29/2016 2:21:06 PM","Closed","Open311","Remote Device","Illegal dumping","Illegal dumping - 111052","9986 KIEFER BLVD, 95827","95827"
"31434415","2/26/2016 9:22:12 AM","3/3/2016 9:10:37 AM","Closed","Open311","Remote Device","Other","Other - 111051","3279 VIA GRANDE, 95825","95825"
"31434421","2/26/2016 9:24:14 AM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","6235 39TH ST, 95824","95824"
"31434430","2/26/2016 9:30:50 AM","2/26/2016 8:30:03 PM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","INTERSECTION of GOLD COUNTRY BLVD and DARK CANYON DR, 95670","95670"
"31434440","2/26/2016 9:35:00 AM","3/2/2016 1:10:19 PM","Closed","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","INTERSECTION of BRADSHAW RD and ROGERS RD, 95829","95829"
"31434443","2/26/2016 9:37:06 AM","2/26/2016 9:46:07 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","1030 SAN RAMON WAY, 95864","95864"
"31434444","2/26/2016 9:37:32 AM","2/27/2016 12:30:04 AM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","3901 SENATE AVE, 95660","95660"
"31434445","2/26/2016 9:38:31 AM","3/1/2016 2:32:06 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","4848 COTTAGE WAY, 95608","95608"
"31434452","2/26/2016 9:42:25 AM","2/26/2016 11:11:19 AM","Closed","311 Service Request","Water Resources","Stormwater Discharge Complaints","Stormwater Discharge Complaints","960 CASTEC DR, 95864","95864"
"31434460","2/26/2016 9:49:05 AM","2/26/2016 11:30:01 AM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","3000 HOWE AVE, 95821","95821"
"31434462","2/26/2016 9:52:51 AM","","Open","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","INTERSECTION of LATROBE RD and STONEHOUSE RD, 95683","95683"
"31434464","2/26/2016 9:53:54 AM","","Open","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","7200 WINDING WAY, 95628","95628"
"31434469","2/26/2016 9:56:15 AM","2/26/2016 10:06:00 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","3179 ROSEMONT DR, 95826","95826"
"31434472","2/26/2016 9:57:35 AM","2/26/2016 10:05:57 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","2336 LLOYD LN, 95825","95825"
"31434473","2/26/2016 9:57:38 AM","2/26/2016 10:05:57 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","3932 41ST ST, 95820","95820"
"31434480","2/26/2016 10:01:01 AM","","Open","311 Service Request","Code - Zoning","Private Property - Animals","Private Property - Animal","2143 BLUEBIRD LN, 95821","95821"
"31434482","2/26/2016 10:02:11 AM","2/26/2016 2:03:15 PM","Closed","Open311","Remote Device","Shopping cart","Shopping carts - 111058","6947 PABLO DR, 95842","95842"
"31434488","2/26/2016 10:05:02 AM","2/26/2016 10:54:34 AM","Closed","311 Service Request","Transportation","Encroachment Violation","Encroachment Violation","8520 ARROWROOT CIR, 95843","95843"
"31434490","2/26/2016 10:05:27 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","2609 BALL WAY, 95821","95821"
"31434492","2/26/2016 10:13:21 AM","2/29/2016 5:30:02 PM","Closed","311 Service Request","Animal Care","Owned Animals","Owned Animal","5944 CLOVER MANOR WAY, 95824","95824"
"31434504","2/26/2016 10:24:03 AM","2/26/2016 10:25:58 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","3304 PARKS LN, 95608","95608"
"31434507","2/26/2016 10:25:47 AM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","1098 WAYLAND AVE, 95825","95825"
"31434513","2/26/2016 10:30:16 AM","2/26/2016 10:35:57 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","8631 WESTHAVEN DR, 95662","95662"
"31434517","2/26/2016 10:32:09 AM","2/29/2016 2:24:05 PM","Closed","Open311","Remote Device","Illegal dumping","Illegal dumping - 111068","7702 EAGLE PARK DR, 95828","95828"
"31434526","2/26/2016 10:37:03 AM","2/29/2016 10:14:38 AM","Closed","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","15489 LATROBE RD, 95683","95683"
"31434531","2/26/2016 10:40:17 AM","3/4/2016 3:30:04 PM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","4817 JACKSON ST, 95660","95660"
"31434555","2/26/2016 10:59:50 AM","2/26/2016 11:06:13 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","8805 SUNNYBROOK LN, 95628","95628"
"31434561","2/26/2016 11:04:07 AM","2/26/2016 11:06:07 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","2755 FAIR OAKS BLVD, 95864","95864"
"31434566","2/26/2016 11:08:19 AM","2/26/2016 11:15:59 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","3300 ROSEMONT DR, 95826","95826"
"31434568","2/26/2016 11:09:15 AM","3/2/2016 9:40:47 AM","Closed","311 Service Request","Building Permits and Inspection","Building Permits and Inspection Complaints","Building Permits and Inspection Complaints","2609 BALL WAY, 95821","95821"
"31434570","2/26/2016 11:13:01 AM","3/1/2016 5:52:56 AM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","INTERSECTION of METRO AIR PKWY and W ELVERTA RD, 95836","95836"
"31434573","2/26/2016 11:13:46 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","4221 FRUITRIDGE RD, 95820","95820"
"31434580","2/26/2016 11:18:35 AM","2/26/2016 11:26:02 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","3417 HUNTSMAN DR, 95826","95826"
"31434582","2/26/2016 11:20:32 AM","2/29/2016 11:51:37 AM","Closed","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","4835 MYRTLE AVE,Unit 19, 95841","95841"
"31434585","2/26/2016 11:22:12 AM","3/2/2016 8:59:44 AM","Closed","311 Service Request","Environmental - Compliance","Hazardous Substances","Hazardous Substance","6018 MADISON AVE, 95608","95608"
"31434586","2/26/2016 11:25:56 AM","2/26/2016 11:36:07 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","4543 EDISON AVE, 95821","95821"
"31434591","2/26/2016 11:31:47 AM","2/26/2016 11:36:16 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","8854 OAK AVE, 95662","95662"
"31434593","2/26/2016 11:31:58 AM","","Open","311 Service Request","Code - Housing","Emergency Housing Conditions","Emergency Housing Condition","653 HOWE AVE,Unit 19, 95825","95825"
"31434594","2/26/2016 11:32:00 AM","2/26/2016 11:36:12 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","5214 SIRBUCK WAY, 95608","95608"
"31434595","2/26/2016 11:32:11 AM","","Open","Open311","Remote Device","Other","Other - 111078","4907 FRUITRIDGE RD,SACRAMENTO,CA 95820","95820"
"31434596","2/26/2016 11:33:29 AM","3/1/2016 8:00:37 AM","Closed","311 Service Request","Code - Housing","Emergency Housing Conditions","Emergency Housing Condition","4124 DEXTER CIR, 95660","95660"
"31434597","2/26/2016 11:34:02 AM","2/28/2016 1:30:01 PM","Closed","311 Service Request","Animal Care","Owned Animals","Owned Animal","12295 CLAY STATION RD, 95638","95638"
"31434600","2/26/2016 11:36:16 AM","2/28/2016 6:30:01 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","5844 AYSHIRE PL, 95843","95843"
"31434604","2/26/2016 11:40:53 AM","2/27/2016 1:30:03 PM","Closed","311 Service Request","Animal Care","Owned Animals","Owned Animal","14801 STATE HIGHWAY 160,ISLETON,CA 95641","95641"
"31434605","2/26/2016 11:43:17 AM","2/26/2016 11:46:06 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","8170 RIDGETOP CT, 95628","95628"
"31434609","2/26/2016 11:44:27 AM","","Open","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","INTERSECTION of RIDGEWOOD WAY and WOODFORD WAY, 95821","95821"
"31434613","2/26/2016 11:46:37 AM","2/26/2016 11:56:05 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","3448 IMPERIAL WAY, 95826","95826"
"31434621","2/26/2016 11:54:23 AM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","4210 CORTRIGHT WAY, 95660","95660"
"31434623","2/26/2016 11:56:24 AM","3/1/2016 5:51:00 AM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","INTERSECTION of SPRINGFIELD WAY and COLLEGE OAK DR, 95841","95841"
"31434625","2/26/2016 12:02:09 PM","2/28/2016 9:30:00 AM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","7210 GRANT LINE RD, 95624","95624"
"31434627","2/26/2016 12:02:35 PM","","Open","311 Service Request","Code - Housing","Emergency Housing Conditions","Emergency Housing Condition","4512 42ND ST, 95820","95820"
"31434631","2/26/2016 12:03:59 PM","2/29/2016 2:23:43 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","INTERSECTION of FLORIN RD and CELIA AVE, 95828","95828"
"31434637","2/26/2016 12:07:10 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","5441 POPLAR BLVD, 95660","95660"
"31434639","2/26/2016 12:07:54 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","INTERSECTION of ANTELOPE RD and MONUMENT DR, 95842","95842"
"31434642","2/26/2016 12:10:59 PM","2/27/2016 4:30:00 PM","Closed","311 Service Request","Animal Care","Owned Animals","Owned Animal","7636 SULLIVAN DR, 95843","95843"
"31434646","2/26/2016 12:12:11 PM","2/26/2016 2:03:07 PM","Closed","Open311","Remote Device","Shopping cart","Shopping carts - 111087","1700 ROLLING HILLS RD, 95864","95864"
"31434647","2/26/2016 12:12:11 PM","2/26/2016 4:51:15 PM","Closed","Open311","Remote Device","Other","Other - 111088","9681 CONSERVATION RD, 95827","95827"
"31434650","2/26/2016 12:13:24 PM","2/26/2016 12:26:14 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","4924 NORTH AVE,Unit A, 95608","95608"
"31434651","2/26/2016 12:14:48 PM","2/26/2016 7:30:00 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","INTERSECTION of CALVINE RD and CLIFFCREST DR, 95828","95828"
"31434655","2/26/2016 12:19:15 PM","2/26/2016 1:30:02 PM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","2523 FAIR OAKS BLVD, 95825","95825"
"31434659","2/26/2016 12:22:07 PM","3/1/2016 2:22:43 PM","Closed","Open311","Remote Device","Illegal dumping","Illegal dumping - 111089","3521 ARDEN WAY, 95864","95864"
"31434666","2/26/2016 12:26:42 PM","3/1/2016 12:34:57 PM","Closed","311 Service Request","Code - Housing","Emergency Housing Conditions","Emergency Housing Condition","5757 CYPRESS AVE,Unit 119, 95608","95608"
"31434673","2/26/2016 12:32:07 PM","3/1/2016 2:21:39 PM","Closed","Open311","Remote Device","Illegal dumping","Illegal dumping - 111091","591 WATT AVE, 95864","95864"
"31434681","2/26/2016 12:38:39 PM","2/26/2016 12:46:21 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","5035 SPARROW CT, 95608","95608"
"31434682","2/26/2016 12:38:57 PM","","Open","311 Service Request","Transportation","Encroachment Violation","Encroachment Violation","5924 STOCKTON BLVD, 95824","95824"
"31434685","2/26/2016 12:41:02 PM","2/29/2016 2:21:16 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","INTERSECTION of LAURINE WAY and 42ND AVE, 95824","95824"
"31434686","2/26/2016 12:41:14 PM","2/27/2016 9:30:00 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","4141 PALM AVE,Unit 209, 95842","95842"
"31434691","2/26/2016 12:46:18 PM","3/1/2016 11:30:00 AM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","4008 SIERRA GOLD DR, 95843","95843"
"31434696","2/26/2016 12:48:00 PM","2/29/2016 2:20:35 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","INTERSECTION of CARLISLE AVE and SUNNYSIDE WAY, 95828","95828"
"31434704","2/26/2016 12:57:26 PM","3/2/2016 4:44:39 PM","Closed","311 Service Request","Environmental - Health","Commercial Noise Complaints","Commercial Noise Complaints","6880 65TH ST,Unit 35, 95828","95828"
"31434707","2/26/2016 12:59:35 PM","2/26/2016 1:06:15 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","3424 IMPERIAL WAY, 95826","95826"
"31434712","2/26/2016 1:03:04 PM","","Open","311 Service Request","Code - Zoning","Private Property - Animals","Private Property - Animal","8224 ADEN WAY, 95828","95828"
"31434722","2/26/2016 1:09:39 PM","3/1/2016 5:54:07 AM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","3813 GALBRATH DR, 95660","95660"
"31434724","2/26/2016 1:12:50 PM","2/26/2016 2:30:04 PM","Closed","311 Service Request","Animal Care","Animal Care - Wild","Animal Care - Wild","4212 ORANGE GROVE AVE, 95841","95841"
"31434728","2/26/2016 1:15:07 PM","2/29/2016 2:28:43 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","5130 38TH AVE, 95824","95824"
"31434729","2/26/2016 1:16:21 PM","2/29/2016 2:29:44 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","5110 38TH AVE, 95824","95824"
"31434754","2/26/2016 1:34:21 PM","3/1/2016 2:21:19 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","INTERSECTION of EXCELSIOR RD and FLORIN RD, 95829","95829"
"31434757","2/26/2016 1:36:07 PM","3/2/2016 1:49:48 PM","Closed","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","9536 ACHATES CIR, 95826","95826"
"31434760","2/26/2016 1:37:05 PM","","Open","311 Service Request","Animal Care","Owned Animals","Owned Animal","1841 ASCOT AVE, 95673","95673"
"31434761","2/26/2016 1:37:49 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","4205 GLASCOW DR, 95660","95660"
"31434769","2/26/2016 1:46:12 PM","","Open","311 Service Request","Transportation","Encroachment Violation","Encroachment Violation","3840 MADISON AVE, 95660","95660"
"31434773","2/26/2016 1:48:59 PM","2/26/2016 3:30:02 PM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","INTERSECTION of GARDNER AVE and CHARLEMAGNE DR, 95828","95828"
"31434776","2/26/2016 1:52:06 PM","3/1/2016 2:22:18 PM","Closed","Open311","Remote Device","Illegal dumping","Illegal dumping - 111102","1301 HOWE AVE, 95825","95825"
"31434777","2/26/2016 1:52:08 PM","2/29/2016 10:17:29 AM","Closed","Open311","Remote Device","Shopping cart","Shopping carts - 111100","1249 HOWE AVE, 95825","95825"
"31434778","2/26/2016 1:54:19 PM","2/26/2016 1:56:25 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","3559 CODY WAY, 95864","95864"
"31434785","2/26/2016 2:01:35 PM","","Open","311 Service Request","Transportation","Ditches/Culverts","Ditches/Culverts","440 Q ST, 95673","95673"
"31434794","2/26/2016 2:10:12 PM","3/1/2016 11:30:01 AM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","9232 CASTLEMONT CIR, 95662","95662"
"31434803","2/26/2016 2:18:05 PM","2/26/2016 4:00:11 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","4721 MARCONI AVE, 95608","95608"
"31434806","2/26/2016 2:19:15 PM","2/26/2016 2:26:27 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","8724 BLINMAN WAY, 95628","95628"
"31434808","2/26/2016 2:20:35 PM","","Open","311 Service Request","Transportation","Other","Transportation - Other","2447 BURGUNDY WAY, 95825","95825"
"31434811","2/26/2016 2:22:29 PM","","Open","311 Service Request","Code - Zoning","Business Area Not Zoned","Business Area Not Zoned","8676 BEAUXART CIR, 95828","95828"
"31434820","2/26/2016 2:30:12 PM","","Open","311 Service Request","Transportation","Traffic Sign Complaints","Traffic Sign Complaints","INTERSECTION of RIO LINDA BLVD and MARYSVILLE BLVD, 95673","95673"
"31434821","2/26/2016 2:32:17 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","9205 FLORADORA DR, 95826","95826"
"31434826","2/26/2016 2:33:33 PM","2/26/2016 3:30:02 PM","Closed","311 Service Request","Animal Care","Animal Care - Assist","Animal Care - Assist","INTERSECTION of HOWE AVE and ARDEN WAY, 95825","95825"
"31434829","2/26/2016 2:35:42 PM","2/28/2016 3:06:10 AM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","INTERSECTION of WILLYS CT and VINTAGE PARK DR, 95828","95828"
"31434831","2/26/2016 2:36:19 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","9205 FLORADORA DR, 95826","95826"
"31434833","2/26/2016 2:39:07 PM","","Open","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","4728 KEEMA AVE, 95842","95842"
"31434835","2/26/2016 2:40:41 PM","2/26/2016 2:46:29 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","1112 CLINTON RD, 95825","95825"
"31434837","2/26/2016 2:41:54 PM","","Open","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","7624 9TH ST, 95626","95626"
"31434838","2/26/2016 2:42:21 PM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","5500 47TH AVE, 95824","95824"
"31434840","2/26/2016 2:46:07 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","8696 DAIMLER WAY, 95828","95828"
"31434842","2/26/2016 2:47:04 PM","3/2/2016 12:30:01 PM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","4141 PALM AVE,Unit 10, 95842","95842"
"31434847","2/26/2016 2:50:22 PM","2/26/2016 4:50:24 PM","Closed","311 Service Request","Code - Housing","Emergency Housing Conditions","Emergency Housing Condition","3535 MARCONI AVE,Unit 218, 95821","95821"
"31434849","2/26/2016 2:52:11 PM","3/3/2016 9:23:22 AM","Closed","Open311","Remote Device","Other","Other - 111106","3660 VON KARMAN ST,RANCHO CORDOVA,CA 95655","95655"
"31434852","2/26/2016 2:54:35 PM","2/26/2016 2:56:30 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","4726 GOOD CT, 95608","95608"
"31434863","2/26/2016 3:06:36 PM","","Open","311 Service Request","Transportation","Pavement","Pavement","11511 SODA SPRINGS WAY, 95670","95670"
"31434864","2/26/2016 3:06:50 PM","2/26/2016 4:49:30 PM","Closed","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","INTERSECTION of HOWE AVE and HURLEY WAY, 95825","95825"
"31434866","2/26/2016 3:09:28 PM","","Open","311 Service Request","Transportation","Traffic Signal Complaints","Traffic Signal Complaints","INTERSECTION of HOWE AVE and HURLEY WAY, 95825","95825"
"31434867","2/26/2016 3:09:35 PM","","Open","311 Service Request","Code - Zoning","Business Area Not Zoned","Business Area Not Zoned","9093 SUNSET AVE, 95628","95628"
"31434869","2/26/2016 3:11:12 PM","2/26/2016 3:16:29 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","8704 TIOGAWOODS DR, 95828","95828"
"31434874","2/26/2016 3:13:52 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","7613 OAK TOP WAY, 95628","95628"
"31434877","2/26/2016 3:16:30 PM","2/26/2016 3:26:29 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","8080 CARDALE WAY, 95829","95829"
"31434878","2/26/2016 3:18:39 PM","3/1/2016 11:30:00 AM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","6003 MULDROW RD, 95608","95608"
"31434879","2/26/2016 3:19:24 PM","2/27/2016 12:30:04 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","3101 TRUAX CT,Unit 10, 95821","95821"
"31434881","2/26/2016 3:24:53 PM","3/4/2016 1:16:15 PM","Closed","311 Service Request","Environmental - Health","Commercial Noise Complaints","Commercial Noise Complaints","6505 MELROSE DR, 95660","95660"
"31434883","2/26/2016 3:28:56 PM","","Open","311 Service Request","Code - Zoning","Business Area Not Zoned","Business Area Not Zoned","8144 FOLLETT CT, 95828","95828"
"31434884","2/26/2016 3:29:18 PM","2/26/2016 3:36:30 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","8264 RED ROCK DR, 95829","95829"
"31434888","2/26/2016 3:36:23 PM","2/26/2016 3:46:29 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","11550 GOLD COUNTRY BLVD, 95670","95670"
"31434891","2/26/2016 3:37:53 PM","2/26/2016 3:46:40 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","11550 GOLD COUNTRY BLVD, 95670","95670"
"31434892","2/26/2016 3:38:10 PM","2/26/2016 7:30:01 PM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","8024 SPENGLER DR, 95828","95828"
"31434894","2/26/2016 3:41:35 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","10135 OMEARA DR, 95829","95829"
"31434896","2/26/2016 3:43:19 PM","2/28/2016 10:30:02 AM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","6901 WOLFGRAM WAY, 95828","95828"
"31434897","2/26/2016 3:43:34 PM","2/26/2016 3:46:44 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","7729 ELK GROVE FLORIN RD, 95829","95829"
"31434899","2/26/2016 3:44:14 PM","","Open","311 Service Request","Code - Housing","Emergency Housing Conditions","Emergency Housing Condition","5932 COYLE AVE, 95608","95608"
"31434904","2/26/2016 3:47:09 PM","2/26/2016 3:56:37 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","4809 MARCONI AVE, 95608","95608"
"31434907","2/26/2016 3:47:51 PM","2/26/2016 4:52:02 PM","Closed","311 Service Request","Transportation","Sweeper Request","Sweeper Request","5932 COYLE AVE, 95608","95608"
"31434921","2/26/2016 3:52:46 PM","2/27/2016 2:30:01 PM","Closed","311 Service Request","Animal Care","Owned Animals","Owned Animal","14801 STATE HIGHWAY 160,ISLETON,CA 95641","95641"
"31434929","2/26/2016 3:57:49 PM","3/1/2016 4:28:50 PM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","5932 COYLE AVE, 95608","95608"
"31434937","2/26/2016 4:05:20 PM","2/29/2016 12:54:56 PM","Closed","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","INTERSECTION of MANDEVILLE LN and BEAUXART CIR, 95828","95828"
